"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,49.3257011319964,6.90024951179813
"2",2022-03-08 00:00:05,1,303,100,50.5960267843799,7.11960216171236
"3",2022-03-08 00:00:10,1,303,100,48.6725826217428,6.87275958422062
"4",2022-03-08 00:00:15,1,303,100,48.8986308783613,7.24098720946551
"5",2022-03-08 00:00:20,1,303,100,48.0485212033397,7.00026220328187
"6",2022-03-08 00:00:25,1,303,100,48.8614548196246,6.4720425407989
"7",2022-03-08 00:00:30,1,303,100,49.9940570783779,7.1380296642131
"8",2022-03-08 00:00:35,1,303,100,50.3227163640595,6.67735323423194
"9",2022-03-08 00:00:40,1,303,100,50.6555684906332,6.98052391989034
"10",2022-03-08 00:00:45,1,303,100,49.4818077076564,6.55641707105087
"11",2022-03-08 00:00:50,1,303,100,50.4374547576548,6.48345863924791
"12",2022-03-08 00:00:55,1,303,100,49.4171071020897,7.19323755564317
"13",2022-03-08 00:01:00,1,303,100,48.8918068958123,6.84126792406732
"14",2022-03-08 00:01:05,1,303,100,48.797263979825,6.82486639200407
"15",2022-03-08 00:01:10,1,303,100,48.8677535054785,7.02120011484809
"16",2022-03-08 00:01:15,1,303,100,48.8060897784398,6.78851624010313
"17",2022-03-08 00:01:20,1,303,100,49.3495521882946,7.01901465236196
"18",2022-03-08 00:01:25,1,303,100,48.941406442426,6.86537446692916
"19",2022-03-08 00:01:30,1,303,100,50.4075786335961,6.87189840910404
"20",2022-03-08 00:01:35,1,303,100,47.0150874327141,7.24887558162571
"21",2022-03-08 00:01:40,1,303,100,45.577691263388,7.19687378653838
"22",2022-03-08 00:01:45,1,303,100,48.208136202079,7.06922789015426
"23",2022-03-08 00:01:50,1,303,100,47.9821350728693,7.21566166025771
"24",2022-03-08 00:01:55,1,303,100,49.1317573991546,6.91528686914151
"25",2022-03-08 00:02:00,1,303,100,48.2808226394595,6.40473495002882
"26",2022-03-08 00:02:05,1,303,100,48.2627941780787,6.75453315666055
"27",2022-03-08 00:02:10,1,303,100,50.0912955843903,6.53028688622897
"28",2022-03-08 00:02:15,1,303,100,49.6099507729931,7.09511790077596
"29",2022-03-08 00:02:20,1,303,100,48.637260239509,7.1068518958663
"30",2022-03-08 00:02:25,1,303,100,47.4956953929204,6.89164658846781
"31",2022-03-08 00:02:30,1,303,100,48.7280212349792,7.08343042584648
"32",2022-03-08 00:02:35,1,303,100,50.651414047424,7.0047286752224
"33",2022-03-08 00:02:40,1,303,100,50.0027187987587,6.91088878832697
"34",2022-03-08 00:02:45,1,303,100,51.8722093527374,7.12841696005818
"35",2022-03-08 00:02:50,1,303,100,48.5478616491334,7.02782110031253
"36",2022-03-08 00:02:55,1,303,100,50.328058122116,6.87720704957056
"37",2022-03-08 00:03:00,1,303,100,50.3561831793377,6.8836152039587
"38",2022-03-08 00:03:05,1,303,100,51.0556192925633,7.0074529742152
"39",2022-03-08 00:03:10,1,303,100,48.9877744172202,6.80959055154219
"40",2022-03-08 00:03:15,1,303,100,48.3702626057342,7.02006064567583
"41",2022-03-08 00:03:20,1,303,100,50.1240081218862,6.97425164446076
"42",2022-03-08 00:03:25,1,303,100,49.0823996657632,6.64630284837591
"43",2022-03-08 00:03:30,1,303,100,48.0702314860113,7.04451335489799
"44",2022-03-08 00:03:35,1,303,100,49.925459984141,6.64083407492541
"45",2022-03-08 00:03:40,1,303,100,51.1493804098293,6.4667314461379
"46",2022-03-08 00:03:45,1,303,100,49.523163747283,6.77409425623917
"47",2022-03-08 00:03:50,1,303,100,48.1747708895438,7.24148567009957
"48",2022-03-08 00:03:55,1,303,100,49.642694989156,7.27971684941459
"49",2022-03-08 00:04:00,1,303,100,48.0977653071943,6.87816540914639
"50",2022-03-08 00:04:05,1,303,100,49.0551659938483,7.20792713897259
"51",2022-03-08 00:04:10,1,303,100,50.0568576228802,6.73504755924989
"52",2022-03-08 00:04:15,1,303,100,47.0220715396167,7.24600042818791
"53",2022-03-08 00:04:20,1,303,100,47.2783599455471,6.83000025893076
"54",2022-03-08 00:04:25,1,303,100,51.0600669124081,6.9129390042737
"55",2022-03-08 00:04:30,1,303,100,49.8969717445211,6.96730345091889
"56",2022-03-08 00:04:35,1,303,100,51.1687782218868,6.90305360296139
"57",2022-03-08 00:04:40,1,303,100,49.5010956136129,7.03258848397215
"58",2022-03-08 00:04:45,1,303,100,49.3405333233217,6.56994911579358
"59",2022-03-08 00:04:50,1,303,100,49.6905744801458,7.29990016913104
"60",2022-03-08 00:04:55,1,303,100,51.4540289005574,6.76002700503876
"61",2022-03-08 00:05:00,1,303,100,50.7636993274622,7.0461474606689
"62",2022-03-08 00:05:05,1,303,100,52.7351361277183,6.83973714161286
"63",2022-03-08 00:05:10,1,303,100,49.3109921034226,6.90473008403689
"64",2022-03-08 00:05:15,1,303,100,50.9549213586328,7.13552565753711
"65",2022-03-08 00:05:20,1,303,100,49.0688043664548,6.62349742799361
"66",2022-03-08 00:05:25,1,303,100,49.7355146966895,7.14502536209926
"67",2022-03-08 00:05:30,1,303,100,49.2864750681059,7.03995251409373
